0,36798
1,36678
2,37300
3,47678
4,47678
5,15104
6,14984
7,26406
8,15122
9,15364
10,15140
11,15136
12,53051
13,41865
14,42237
15,53950
16,42588
17,42622
18,42852
19,42636
20,42660
21,50827
22,39499
23,39469
24,39693
25,50917
26,50989
27,39513
28,39537
29,50917
30,51079
31,45143
32,45523
33,45609
34,45143
35,45603
36,46185
37,45817
38,45235
39,45203
40,45143
41,45211
42,45145
43,45151
44,37286
45,26244
46,26150
47,26344
48,26646
49,41197
50,52207
51,40801
52,40919
53,41417
54,40895
55,41059
56,51935
57,52333
58,41043
59,41231
60,45879
61,56997
62,45947
63,45867
64,45985
65,45851
66,46007
67,57001
68,45885
69,46131
70,57343
71,42496
72,31880
73,31864
74,31852
75,42818
76,31840
77,31764
78,31750
79,43208
80,20798
81,20710
82,20606
83,20724
84,21082
85,20698
86,20872
87,20766
88,31740
89,32120
90,20624
91,20684
92,20668
93,56418
94,46006
95,57004
96,45592
97,45620
98,46168
99,45690
100,45688
101,45698
102,45728
103,56418
104,46086
105,45702
106,45704
107,45708
108,45830
109,45694
110,45628
111,45592
112,45874
113,57086
114,56418
115,46006
116,57004
117,45592
118,45620
119,46168
120,45690
121,45688
122,45698
123,45728
124,56418
125,46086
126,45702
127,45704
128,45708
129,45830
130,45694
131,45628
132,45592
133,45874
134,57086
135,56358
136,45056
137,45554
138,45196
139,56314
140,56386
141,44920
142,45080
143,45048
144,39816
145,40196
146,40076
147,39816
148,40202
149,39888
150,40480
151,39988
152,40400
153,39896
154,39894
155,40066
156,51248
157,39816
158,50608
159,39862
160,39912
161,40230
162,39902
163,40064
164,30740
165,30726
166,30636
167,41356
168,31164
169,42066
170,30790
171,30978
172,42068
173,45130
174,44942
175,55662
176,45470
177,56372
178,44836
179,45284
180,56374
181,39248
182,39254
183,38918
184,38910
185,38952
186,39910
187,39122
188,39094
189,50228
190,50384
191,38870
192,38964
193,38930
194,38962
195,32719
196,43511
197,33099
198,32979
199,32719
200,32807
201,32783
202,32781
203,33113
204,43511
205,32811
206,32799
207,32797
208,32719
209,32787
210,32721
211,33305
212,33133
213,32967
214,32727
215,21715
216,21385
217,21437
218,21413
219,21809
220,21397
221,56362
222,45072
223,44950
224,45026
225,45044
226,45070
227,56098
228,56500
229,44986
230,45080
231,56488
232,45641
233,56579
234,56869
235,45459
236,45729
237,45859
238,45719
239,45545
240,45589
241,56857
242,45541
243,56981
244,45533
245,45595
246,56969
247,3625
248,3621
249,14743
250,3625
251,3779
252,4667
253,3797
254,3703
255,15085
256,3625
257,4211
258,3751
259,44820
260,34030
261,34016
262,30598
263,20186
264,19968
265,19790
266,19878
267,20070
268,19966
269,20048
270,19888
271,30924
272,20392
273,19902
274,31310
275,44056
276,32910
277,32908
278,34281
279,34277
280,34541
281,45399
282,34281
283,34667
284,34275
285,34383
286,34945
287,34385
288,34523
289,34605
290,45641
291,45729
292,45741
293,45783
294,34281
295,34349
296,34247
297,34649
298,34757
299,34411
300,45741
301,45785
302,32589
303,32969
304,33055
305,32849
306,43707
307,32589
308,32677
309,32653
310,32639
311,32691
312,32631
313,32673
314,32681
315,32761
316,32669
317,32665
318,32839
319,32661
320,43707
321,44087
322,32589
323,32657
324,32635
325,33065
326,32597
327,44051
328,37491
329,37611
330,38187
331,37765
332,48641
333,37569
334,37617
335,37531
336,37491
337,37611
338,38187
339,37765
340,48641
341,37569
342,37617
343,37531
344,38611
345,49469
346,38317
347,38737
348,38345
349,38413
350,38811
351,39015
352,38523
353,38511
354,38377
355,38593
356,38427
357,49711
358,49799
359,49811
360,38937
361,38577
362,38317
363,38719
364,38765
365,49811
366,20791
367,21055
368,31913
369,20761
370,21181
371,20789
372,20857
373,21255
374,21459
375,20855
376,20955
377,20821
378,21037
379,20871
380,32155
381,32243
382,32255
383,21381
384,20761
385,21163
386,21209
387,32255
388,24232
389,23762
390,23830
391,23808
392,23858
393,23926
394,24094
395,23846
396,23768
397,24240
398,24352
399,23812
400,24134
401,23852
402,57077
403,46085
404,46283
405,45801
406,45777
407,45925
408,45785
409,45771
410,45795
411,45789
412,45793
413,57161
414,22573
415,22471
416,22439
417,22483
418,33895
419,33189
420,22399
421,22811
422,33901
423,4158
424,4538
425,4624
426,4154
427,4418
428,4334
429,4158
430,4246
431,4124
432,4320
433,4152
434,4152
435,4220
436,4230
437,4260
438,4618
439,4242
440,4832
441,4232
442,4758
443,4318
444,4478
445,4478
446,4450
447,4412
448,4400
449,4468
450,15518
451,15590
452,15674
453,4158
454,4226
455,4632
456,4204
457,4384
458,4124
459,4254
460,4526
461,4248
462,4284
463,4634
464,4572
465,27880
466,27958
467,27868
468,27986
469,28344
470,27926
471,28548
472,27970
473,27910
474,27886
475,28470
476,27850
477,28298
478,54895
479,43533
480,43537
481,43765
482,43761
483,43581
484,43605
485,56043
486,44681
487,44685
488,44715
489,44913
490,44965
491,44729
492,44859
493,9847
494,9817
495,9835
496,10115
497,10245
498,9925
499,9877
500,9919
501,9981
502,32621
503,32621
504,32685
505,32699
506,32647
507,44081
508,32621
509,33035
510,44369
511,33133
512,33029
513,33653
514,33643
515,33057
516,44495
517,33565
518,33105
519,36449
520,35957
521,36439
522,35945
523,35951
524,35933
525,35857
526,35945
527,36449
528,35957
529,36439
530,35945
531,35951
532,35933
533,35857
534,35945
535,55873
536,44847
537,44743
538,44819
539,44883
540,44985
541,20224
542,31452
543,20434
544,20202
545,20122
546,20132
547,20152
548,20134
549,20128
550,20126
551,20068
552,20290
553,20120
554,20124
555,20050
556,20138
557,20056
558,31510
559,39383
560,39281
561,39281
562,39433
563,39457
564,50325
565,39253
566,39301
567,50669
568,42177
569,42075
570,42075
571,42227
572,42083
573,53119
574,42047
575,42095
576,53463
577,21923
578,32781
579,21751
580,21817
581,22123
582,21737
583,21743
584,21739
585,33123
586,21665
587,21889
588,21725
589,38120
590,38180
591,37996
592,38168
593,38036
594,38324
595,38380
596,38410
597,38040
598,49406
599,49464
600,38156
601,38080
602,38036
603,49464
604,13301
605,13719
606,13317
607,13597
608,13407
609,13587
610,13583
611,13379
612,13427
613,22372
614,22078
615,22174
616,22376
617,22712
618,22214
619,22190
620,22198
621,22436
622,22586
623,22078
624,22208
625,22480
626,22120
627,43014
628,59400
629,58992
630,42447
631,42546
632,42426
633,43128
634,42291
635,43878
636,43326
637,42426
638,42354
639,42432
640,42801
641,42780
642,59463
643,59505
644,59562
645,43194
646,42867
647,43029
648,42384
649,59505
650,23770
651,34422
652,23392
653,23458
654,23378
655,23846
656,23288
657,24346
658,23978
659,23330
660,23382
661,23628
662,23614
663,34736
664,34764
665,34802
666,23890
667,23400
668,23780
669,23350
670,34764
671,27744
672,38396
673,27664
674,27432
675,27380
676,27952
677,27942
678,27532
679,27354
680,38726
681,27280
682,27752
683,27374
684,27324
685,504
686,11156
687,424
688,192
689,140
690,712
691,130
692,292
693,11486
694,40
695,512
696,134
697,84
698,30254
699,30634
700,30720
701,30514
702,30430
703,41658
704,30254
705,30220
706,30328
707,30304
708,30326
709,30518
710,30648
711,30928
712,30222
713,30356
714,30332
715,30274
716,30504
717,30496
718,30578
719,30398
720,30290
721,30330
722,41702
723,41752
724,41756
725,30254
726,30322
727,30256
728,30728
729,30840
730,30622
731,30730
732,30340
733,30262
734,30300
735,41714
736,41758
737,27671
738,27119
739,27179
740,27661
741,27167
742,27173
743,27035
744,27155
745,27079
746,27167
747,27035
748,44477
749,44389
750,44687
751,44375
752,44387
753,55761
754,44347
755,44363
756,26016
757,25624
758,25600
759,25944
760,26010
761,25610
762,25636
763,37092
764,36668
765,25618
766,25640
767,25676
768,37012
769,43303
770,43063
771,65907
772,43339
773,43375
774,43367
775,31601
776,42627
777,32103
778,42481
779,31619
780,42481
781,31633
782,44550
783,44190
784,78456
785,44604
786,45330
787,44658
788,44646
789,41347
790,52289
791,41557
792,51963
793,51963
794,41631
795,41755
796,41253
797,41495
798,41295
799,52603
800,52631
801,51963
802,41173
803,41233
804,41217
805,31087
806,19757
807,19757
808,19763
809,19761
810,31087
811,31131
812,19909
813,19769
814,31143
815,32710
816,21692
817,21356
818,21700
819,21348
820,21970
821,21560
822,21384
823,32710
824,32754
825,21374
826,21392
827,21554
828,32766
829,2671
830,2789
831,46194
832,57132
833,46560
834,46068
835,56810
836,46078
837,45986
838,46244
839,55370
840,44958
841,55982
842,44666
843,44620
844,44662
845,44664
846,44832
847,44828
848,44660
849,44902
850,44650
851,56010
852,44580
853,44640
854,15434
855,15778
856,59426
857,14082
858,14506
859,59354
860,13922
861,14098
862,14154
863,38928
864,27516
865,28214
866,28150
867,27626
868,27628
869,39092
870,27622
871,27918
