872,27798
873,27644
874,38928
875,27516
876,28214
877,28150
878,27626
879,27628
880,39092
881,27622
882,27918
883,27798
884,27644
885,33309
886,44691
887,33475
888,33855
889,33297
890,33397
891,33281
892,33333
893,44105
894,33787
895,33539
896,33443
897,29515
898,18299
899,18597
900,18197
901,18309
902,29679
903,18205
904,18363
905,18223
906,39425
907,28209
908,28507
909,28107
910,28015
911,28207
912,39589
913,28115
914,28273
915,28133
916,64
917,17743
918,17649
919,17641
920,17843
921,18145
922,11324
923,11422
924,11352
925,11476
926,11476
927,11340
928,11664
929,11312
930,11344
931,20261
932,20390
933,37310
934,20981
935,20822
936,20399
937,45736
938,45822
939,57102
940,46216
941,46110
942,45828
943,116
944,64
945,43156
946,42706
947,43214
948,42686
949,43200
950,42676
951,33709
952,33685
953,34219
954,33713
955,33655
956,33711
957,45083
958,34109
959,33883
960,33643
961,45095
962,30223
963,29589
964,45434
965,45936
966,45346
967,45596
968,56788
969,45318
970,45366
971,56776
972,16107
973,15984
974,32928
975,15960
976,43960
977,43558
978,44616
979,43600
980,43594
981,55076
982,44048
983,44160
984,27445
985,27463
986,28521
987,27505
988,27729
989,38981
990,27953
991,28065
992,37919
993,37937
994,38995
995,37979
996,37973
997,49455
998,38427
999,38539
1000,37919
1001,37937
1002,38995
1003,37979
1004,37973
1005,49455
1006,38427
1007,38539
1008,4240
1009,4344
1010,1048
1011,1084
1012,12987
1013,12585
1014,12865
1015,12675
1016,12855
1017,12681
1018,12647
1019,12687
1020,31737
1021,31663
1022,31691
1023,43035
1024,31693
1025,31539
1026,31525
1027,42950
1028,42890
1029,42870
1030,43025
1031,42815
1032,43370
1033,70560
1034,69745
1035,42770
1036,43685
1037,43385
1038,43153
1039,43393
1040,43025
1041,43253
1042,43079
1043,54501
1044,43067
1045,43061
1046,43085
1047,8820
1048,8806
1049,8782
1050,9126
1051,8806
1052,8812
1053,8808
1054,8810
1055,8752
1056,8800
1057,8958
1058,8980
1059,41661
1060,41783
1061,52551
1062,41345
1063,52553
1064,32606
1065,32646
1066,32628
1067,32636
1068,32620
1069,32770
1070,43662
1071,44046
1072,33130
1073,32670
1074,32630
1075,44048
